log,fullmove,ply,side,fen,move,rank,score_cp,gap_cp,candidate_move,reference_move,round,legal_moves,target_oracle_moves,target_reference_moves,target_candidate_moves,target_worst_diff,target_hits
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,e2e3,1,-89,0,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,a2a4,2,-98,9,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,a2a3,3,-108,19,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,h2h4,4,-121,32,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,g3f4,5,-136,47,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,h2h3,6,-141,52,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,e2e4,7,-141,52,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,f3e5,8,-142,53,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,h1g1,9,-155,66,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,g3h4,10,-163,74,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,a1b1,11,-172,83,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,g3e5,12,-174,85,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,f3g1,13,-182,93,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,e1d1,14,-195,106,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,f3g5,15,-200,111,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,a1d1,16,-201,112,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,a1c1,17,-202,113,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,f3h4,18,-293,204,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,e1c1,19,-309,220,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,d2c1,20,-379,290,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,d2d1,21,-400,311,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,d2g5,22,-464,375,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,c3d5,23,-491,402,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,g3d6,24,-522,433,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,g3c7,25,-534,445,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,c3b1,26,-559,470,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,c3e4,27,-563,474,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,d2f4,28,-563,474,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,d2e3,29,-596,507,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,c3a4,30,-612,523,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,c3d1,31,-622,533,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,b2b3,32,-651,562,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,c3b5,33,-673,584,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,d2d3,34,-677,588,g3c7,e2e3,5,35,,,,,
sprt_game_1,9,1,White,r2qk2r/p1pp2pp/bpn1p3/3n1p2/1b1P4/2N2NB1/PPPQPPPP/R3KB1R w KQkq - 0 9,d2h6,35,-679,590,g3c7,e2e3,5,35,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,e1f1,1,-83,0,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,h1f1,2,-84,1,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,g3h4,3,-178,95,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,e3e4,4,-437,354,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,f3e5,5,-441,358,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,h1g1,6,-460,377,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,c3c4,7,-478,395,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,a1d1,8,-499,416,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,f3h4,9,-506,423,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,d2d1,10,-524,441,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,d2c1,11,-526,443,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,e1c1,12,-539,456,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,a2a3,13,-540,457,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,g3e5,14,-553,470,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,f3g5,15,-553,470,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,a2a4,16,-553,470,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,g3c7,17,-555,472,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,a1c1,18,-563,480,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,h2h3,19,-568,485,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,a1b1,20,-577,494,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,g3f4,21,-583,500,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,e1d1,22,-594,511,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,h2h4,23,-608,525,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,f3g1,24,-627,544,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,g3d6,25,-657,574,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,d2d3,26,-705,622,h1f1,e1f1,5,27,,,,,
sprt_game_1,11,5,White,r2qk2r/p1pp2pp/1pn1p3/3n1p2/3P4/2P1PNB1/P1PQ1PPP/R3Kb1R w KQkq - 0 11,d2e2,27,-791,708,h1f1,e1f1,5,27,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,g3h4,1,-67,0,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,f3e5,2,-96,29,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,f1g1,3,-104,37,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,d2d3,4,-105,38,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,a1d1,5,-109,42,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,h2h3,6,-110,43,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,h2h4,7,-111,44,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,a2a4,8,-114,47,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,c3c4,9,-118,51,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,a1b1,10,-120,53,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,d2e1,11,-124,57,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,a2a3,12,-126,59,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,d2e2,13,-127,60,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,a1e1,14,-127,60,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,a1c1,15,-129,62,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,f1e1,16,-130,63,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,f3g1,17,-134,67,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,d2d1,18,-135,68,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,f3e1,19,-139,72,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,g3f4,20,-140,73,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,f1e2,21,-141,74,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,h1g1,22,-142,75,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,g3e5,23,-149,82,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,d2c1,24,-150,83,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,f3g5,25,-154,87,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,f3h4,26,-160,93,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,d4d5,27,-201,134,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,e3e4,28,-218,151,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,g3c7,29,-552,485,f3g5,g3h4,5,30,,,,,
sprt_game_1,12,7,White,r2qk2r/p1pp2pp/1pn1pn2/5p2/3P4/2P1PNB1/P1PQ1PPP/R4K1R w kq - 1 12,g3d6,30,-591,524,f3g5,g3h4,5,30,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,d2d3,1,-56,0,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,d2e2,2,-57,1,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,f1g1,3,-58,2,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,a1d1,4,-64,8,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,a2a4,5,-65,9,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,h1g1,6,-66,10,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,h4f6,7,-67,11,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,a1e1,8,-68,12,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,g2g3,9,-68,12,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,h2h3,10,-74,18,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,a1b1,11,-75,19,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,a2a3,12,-76,20,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,f1e2,13,-77,21,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,h4g5,14,-78,22,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,a1c1,15,-82,26,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,d4d5,16,-82,26,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,d2d1,17,-83,27,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,c3c4,18,-84,28,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,d2e1,19,-92,36,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,f1e1,20,-96,40,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,d2c1,21,-105,49,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,h4g3,22,-140,84,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,f3g5,23,-157,101,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,f3g1,24,-207,151,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,f3e5,25,-227,171,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,f3e1,26,-227,171,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,e3e4,27,-239,183,f1e1,d2d3,5,28,,,,,
sprt_game_1,13,9,White,r2q1rk1/p1pp2pp/1pn1pn2/5p2/3P3B/2P1PN2/P1PQ1PPP/R4K1R w - - 3 13,g2g4,28,-363,307,f1e1,d2d3,5,28,,,,,
sprt_game_1,15,13,White,r4rk1/p1pp2pp/1p2pq2/n4p2/3P4/2P1PN2/P1PQ1PPP/3R1K1R w - - 2 15,d2d3,1,-65,0,f3e5,d2d3,5,26,,,,,
sprt_game_1,15,13,White,r4rk1/p1pp2pp/1p2pq2/n4p2/3P4/2P1PN2/P1PQ1PPP/3R1K1R w - - 2 15,h2h4,2,-74,9,f3e5,d2d3,5,26,,,,,
sprt_game_1,15,13,White,r4rk1/p1pp2pp/1p2pq2/n4p2/3P4/2P1PN2/P1PQ1PPP/3R1K1R w - - 2 15,f1g1,3,-80,15,f3e5,d2d3,5,26,,,,,
sprt_game_1,15,13,White,r4rk1/p1pp2pp/1p2pq2/n4p2/3P4/2P1PN2/P1PQ1PPP/3R1K1R w - - 2 15,h2h3,4,-84,19,f3e5,d2d3,5,26,,,,,
sprt_game_1,15,13,White,r4rk1/p1pp2pp/1p2pq2/n4p2/3P4/2P1PN2/P1PQ1PPP/3R1K1R w - - 2 15,f3e5,5,-86,21,f3e5,d2d3,5,26,,,,,
sprt_game_1,15,13,White,r4rk1/p1pp2pp/1p2pq2/n4p2/3P4/2P1PN2/P1PQ1PPP/3R1K1R w - - 2 15,d2e2,6,-90,25,f3e5,d2d3,5,26,,,,,
