log,fullmove,ply,side,fen,move,rank,score_cp,gap_cp,candidate_move,reference_move,round,legal_moves,target_oracle_moves,target_reference_moves,target_candidate_moves,target_worst_diff,target_hits
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,c1d1,9,-556,78,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,f2g1,10,-571,93,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,g2g4,11,-583,105,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,c1e1,12,-587,109,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,f2f3,13,-588,110,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,h1h3,14,-599,121,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,h1h4,15,-600,122,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,h1g1,16,-603,125,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,f2e1,17,-617,139,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,c1a1,18,-621,143,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,h1h5,19,-624,146,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,c1g1,20,-624,146,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,c1f1,21,-625,147,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,e6f7,22,-627,149,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,e6g6,23,-627,149,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,g2g3,24,-629,151,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,h1h2,25,-641,163,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,e6d5,26,-708,230,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,e6f5,27,-722,244,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,e6d6,28,-761,283,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,e6b6,29,-762,284,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,e6c8,30,-792,314,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,e6c6,31,-802,324,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,e6e8,32,-806,328,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,e6d7,33,-813,335,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,e6f6,34,-821,343,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,e6e4,35,-824,346,h1e1,e6g6,5,36,,,,,
sprt_game_1,30,43,White,r4k2/2p2r1p/1p2Q1pP/3p1p2/p1qP1P2/4P3/2P2KP1/2R4R w - - 6 30,e6e7,36,-843,365,h1e1,e6g6,5,36,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,g2g3,1,-513,0,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,f1e2,2,-570,57,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,h1h4,3,-592,79,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,h1h3,4,-660,147,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,c2c3,5,-738,225,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,e6g4,6,-747,234,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,f4f5,7,-764,251,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,e6c6,8,-785,272,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,e6f7,9,-789,276,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,f1e1,10,-810,297,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,e6d5,11,-893,380,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,e6g6,12,-906,393,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,e6d7,13,-939,426,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,e6f6,14,-956,443,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,e6d6,15,-957,444,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,e6c8,16,-959,446,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,e6e5,17,-959,446,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,e6f5,18,-980,467,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,e6e7,19,-987,474,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,e6e8,20,-1055,542,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,c1a1,21,-1239,726,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,c2c4,22,-31989,31476,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,e6e4,23,-31990,31477,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,c1b1,24,-31992,31479,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,e6b6,25,-31993,31480,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,e6h3,26,-31993,31480,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,g2g4,27,-31993,31480,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,h1g1,28,-31995,31482,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,h1h5,29,-31997,31484,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,h1h2,30,-31997,31484,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,c1e1,31,-31998,31485,f1e2,g2g3,5,32,,,,,
sprt_game_1,32,47,White,r4k2/2p2r1p/1p2Q1pP/3p4/p2qpP2/8/2P3P1/2R2K1R w - - 0 32,c1d1,32,-31998,31485,f1e2,g2g3,5,32,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,d1d5,1,-597,0,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,c6d5,2,-714,117,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,d1d3,3,-735,138,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,c6b5,4,-849,252,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,h1h3,5,-851,254,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,c6g6,6,-869,272,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,c2c4,7,-900,303,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,c6e8,8,-916,319,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,e2d3,9,-927,330,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,h1f1,10,-934,337,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,h1g1,11,-944,347,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,h1h4,12,-977,380,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,h1e1,13,-985,388,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,h1h5,14,-1115,518,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,d1f1,15,-1152,555,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,h1h2,16,-31988,31391,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,c6f6,17,-31994,31397,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,c6d6,18,-31994,31397,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,c6c5,19,-31994,31397,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,c6c3,20,-31994,31397,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,c6d7,21,-31995,31398,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,c6c7,22,-31995,31398,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,c6e6,23,-31995,31398,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,c6b6,24,-31995,31398,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,c6a4,25,-31995,31398,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,d1d4,26,-31995,31398,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,c6a8,27,-31996,31399,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,c6b7,28,-31996,31399,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,c6c4,29,-31996,31399,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,g2g3,30,-31996,31399,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,c2c3,31,-31996,31399,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,g2g4,32,-31996,31399,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,d1d2,33,-31998,31401,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,d1g1,34,-31998,31401,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,d1e1,35,-31998,31401,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,d1c1,36,-31998,31401,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,d1b1,37,-31998,31401,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,d1a1,38,-31998,31401,h1g1,d1d5,5,39,,,,,
sprt_game_1,35,53,White,4rk2/2p2r1p/1pQ3pP/3p4/p4q2/4p3/2P1K1P1/3R3R w - - 0 35,e2e1,39,-31999,31402,h1g1,d1d5,5,39,,,,,
sprt_game_1,37,57,White,4rk2/2p2r1p/1pQ3pP/3p4/p3q3/3Kp3/2P3P1/3R1R2 w - - 4 37,d3c3,1,-1044,0,d3e2,d3c3,5,2,,,,,
sprt_game_1,37,57,White,4rk2/2p2r1p/1pQ3pP/3p4/p3q3/3Kp3/2P3P1/3R1R2 w - - 4 37,d3e2,2,-1103,59,d3e2,d3c3,5,2,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,d3c3,1,-31992,0,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,c6a4,2,-31993,1,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,c6f6,3,-31994,2,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,c6b5,4,-31994,2,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,d1f1,5,-31994,2,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,c6e8,6,-31995,3,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,c6d6,7,-31995,3,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,c6b6,8,-31995,3,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,c6d5,9,-31995,3,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,c6c5,10,-31995,3,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,c6c4,11,-31995,3,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,c6a8,12,-31996,4,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,c6d7,13,-31996,4,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,c6c7,14,-31996,4,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,c6b7,15,-31996,4,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,c6g6,16,-31996,4,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,c6e6,17,-31996,4,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,d3d4,18,-31996,4,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,c6c3,19,-31998,6,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,c2c4,20,-31998,6,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,d1d2,21,-31999,7,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,d1e1,22,-31999,7,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,d1c1,23,-31999,7,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,d1b1,24,-31999,7,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,d1a1,25,-31999,7,d3c3,d1f1,5,26,,,,,
sprt_game_1,39,61,White,4rk2/2p4p/1pQ3pP/3p4/p7/3Kp3/2P3q1/3R1r2 w - - 0 39,c2c3,26,-31999,7,d3c3,d1f1,5,26,,,,,
sprt_game_2,8,1,White,r1bqk1nr/ppp2ppp/3bp3/4n3/2B2Q2/P2P4/1PP2PPP/RNB1K1NR w KQkq - 3 8,f4e3,1,-105,0,f4e5,f4d2,1,42,,,,,
sprt_game_2,8,1,White,r1bqk1nr/ppp2ppp/3bp3/4n3/2B2Q2/P2P4/1PP2PPP/RNB1K1NR w KQkq - 3 8,f4e4,2,-110,5,f4e5,f4d2,1,42,,,,,
sprt_game_2,8,1,White,r1bqk1nr/ppp2ppp/3bp3/4n3/2B2Q2/P2P4/1PP2PPP/RNB1K1NR w KQkq - 3 8,f4g5,3,-122,17,f4e5,f4d2,1,42,,,,,
sprt_game_2,8,1,White,r1bqk1nr/ppp2ppp/3bp3/4n3/2B2Q2/P2P4/1PP2PPP/RNB1K1NR w KQkq - 3 8,f4d2,4,-132,27,f4e5,f4d2,1,42,,,,,
sprt_game_2,8,1,White,r1bqk1nr/ppp2ppp/3bp3/4n3/2B2Q2/P2P4/1PP2PPP/RNB1K1NR w KQkq - 3 8,e1f1,5,-252,147,f4e5,f4d2,1,42,,,,,
sprt_game_2,8,1,White,r1bqk1nr/ppp2ppp/3bp3/4n3/2B2Q2/P2P4/1PP2PPP/RNB1K1NR w KQkq - 3 8,g1f3,6,-264,159,f4e5,f4d2,1,42,,,,,
sprt_game_2,8,1,White,r1bqk1nr/ppp2ppp/3bp3/4n3/2B2Q2/P2P4/1PP2PPP/RNB1K1NR w KQkq - 3 8,b1c3,7,-267,162,f4e5,f4d2,1,42,,,,,
sprt_game_2,8,1,White,r1bqk1nr/ppp2ppp/3bp3/4n3/2B2Q2/P2P4/1PP2PPP/RNB1K1NR w KQkq - 3 8,e1d1,8,-268,163,f4e5,f4d2,1,42,,,,,
sprt_game_2,8,1,White,r1bqk1nr/ppp2ppp/3bp3/4n3/2B2Q2/P2P4/1PP2PPP/RNB1K1NR w KQkq - 3 8,e1e2,9,-269,164,f4e5,f4d2,1,42,,,,,
sprt_game_2,8,1,White,r1bqk1nr/ppp2ppp/3bp3/4n3/2B2Q2/P2P4/1PP2PPP/RNB1K1NR w KQkq - 3 8,g1e2,10,-282,177,f4e5,f4d2,1,42,,,,,
sprt_game_2,8,1,White,r1bqk1nr/ppp2ppp/3bp3/4n3/2B2Q2/P2P4/1PP2PPP/RNB1K1NR w KQkq - 3 8,h2h4,11,-320,215,f4e5,f4d2,1,42,,,,,
