log,fullmove,ply,side,fen,move,rank,score_cp,gap_cp,target_oracle_moves,target_reference_moves,target_candidate_moves,target_worst_diff,target_hits
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,37,72,White,6k1/2p3q1/1p1p2p1/pP1P1p1p/1nP1r3/4P1PB/5P1P/1Q4RK w - - 0 37,b1a1,20,-426,366,b1b3;b1b3,b1b3;b1b3,h3f5;b1e4,-427,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,37,72,White,6k1/2p3q1/1p1p2p1/pP1P1p1p/1nP1r3/4P1PB/5P1P/1Q4RK w - - 0 37,b1e4,21,-488,428,b1b3;b1b3,b1b3;b1b3,h3f5;b1e4,-427,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,37,72,White,6k1/2p3q1/1p1p2p1/pP1P1p1p/1nP1r3/4P1PB/5P1P/1Q4RK w - - 0 37,b1b4,22,-603,543,b1b3;b1b3,b1b3;b1b3,h3f5;b1e4,-427,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,37,72,White,6k1/2p3q1/1p1p2p1/pP1P1p1p/1nP1r3/4P1PB/5P1P/1Q4RK w - - 0 37,b1a2,23,-665,605,b1b3;b1b3,b1b3;b1b3,h3f5;b1e4,-427,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,37,72,White,6k1/2p3q1/1p1p2p1/pP1P1p1p/1nP1r3/4P1PB/5P1P/1Q4RK w - - 0 37,b1c2,24,-705,645,b1b3;b1b3,b1b3;b1b3,h3f5;b1e4,-427,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,37,72,White,6k1/2p3q1/1p1p2p1/pP1P1p1p/1nP1r3/4P1PB/5P1P/1Q4RK w - - 0 37,b1d3,25,-734,674,b1b3;b1b3,b1b3;b1b3,h3f5;b1e4,-427,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,37,72,White,6k1/2p3q1/1p1p2p1/pP1P1p1p/1nP1r3/4P1PB/5P1P/1Q4RK w - - 0 37,b1b2,26,-763,703,b1b3;b1b3,b1b3;b1b3,h3f5;b1e4,-427,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,f8e6,1,-66,0,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,e7b4,2,-88,22,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,a7a5,3,-88,22,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,a7a6,4,-97,31,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,g8h8,5,-98,32,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,a8b8,6,-98,32,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,e8d8,7,-100,34,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,b7b6,8,-101,35,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,f7f6,9,-103,37,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,c8d7,10,-112,46,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,e7h4,11,-124,58,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,h6h5,12,-129,63,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,c8e6,13,-130,64,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,e7d8,14,-131,65,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,e7c7,15,-137,71,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,f7f5,16,-145,79,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,e7d7,17,-155,89,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,g8h7,18,-160,94,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,f8h7,19,-165,99,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,f8d7,20,-166,100,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,b7b5,21,-169,103,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,g7f6,22,-170,104,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,g7h8,23,-171,105,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,e7e6,24,-171,105,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,c6c5,25,-178,112,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,g6g5,26,-205,139,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,c8f5,27,-241,175,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,g7e5,28,-435,369,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,c8h3,29,-455,389,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,c8g4,30,-462,396,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,e7d6,31,-648,582,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,e7g5,32,-653,587,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,e7f6,33,-655,589,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,e7e5,34,-662,596,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,e7c5,35,-680,614,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
styx_reckless_vs_EnyoBot_z3PAJH4r.log,15,29,Black,r1b1rnk1/pp2qpb1/2p3pp/3pP3/3P1P2/2NB4/PP1N2PP/R2Q1RK1 b - - 0 15,e7a3,36,-720,654,f8e6;f8e6,f8e6;f8e6,c8f5;c8h3,-387,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,d6d5,1,-23,0,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,d7f8,2,-48,25,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,b6a7,3,-48,25,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,c8c7,4,-52,29,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,d7f6,5,-55,32,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,d8h4,6,-57,34,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,g8h8,7,-61,38,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,d8e7,8,-61,38,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,b6c7,9,-61,38,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,d7b8,10,-69,46,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,e8f8,11,-73,50,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,d8c7,12,-77,54,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,c8b8,13,-78,55,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,g8f8,14,-80,57,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,e8e7,15,-80,57,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,c8a8,16,-88,65,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,h6h5,17,-98,75,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,f7f5,18,-100,77,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,d8f6,19,-109,86,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,f7f6,20,-109,86,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,g7g5,21,-146,123,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,g8h7,22,-150,127,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,g7g6,23,-152,129,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,e6h3,24,-327,304,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,c6c5,25,-360,337,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,d7e5,26,-362,339,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,e6g4,27,-402,379,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,b6d4,28,-411,388,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,e6f5,29,-415,392,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,e6d5,30,-416,393,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,e6a2,31,-421,398,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,d7c5,32,-433,410,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,e6b3,33,-441,418,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,e6c4,34,-443,420,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,b6c5,35,-454,431,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
ArasanX_vs_EnyoBot_Q0a5I19l.log,19,37,Black,2rqr1k1/1p1n1pp1/1bppb2p/p7/P2PP3/R3B2P/1PQNNPP1/4R1K1 b - - 7 19,d8g5,36,-542,519,d6d5;d6d5,d6d5;d6d5,d7e5;c6c5,-349,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,27,52,White,5r1k/1bp1rp2/1p1p1qpp/p2P1B2/PnP5/1N2P3/5PPP/1QRR2K1 w - - 0 27,f5h3,1,-45,0,f5h3;f5h3,f5h3;f5h3,b3a5;b3a5,-334,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,27,52,White,5r1k/1bp1rp2/1p1p1qpp/p2P1B2/PnP5/1N2P3/5PPP/1QRR2K1 w - - 0 27,f5d3,2,-53,8,f5h3;f5h3,f5h3;f5h3,b3a5;b3a5,-334,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,27,52,White,5r1k/1bp1rp2/1p1p1qpp/p2P1B2/PnP5/1N2P3/5PPP/1QRR2K1 w - - 0 27,f5e4,3,-57,12,f5h3;f5h3,f5h3;f5h3,b3a5;b3a5,-334,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,27,52,White,5r1k/1bp1rp2/1p1p1qpp/p2P1B2/PnP5/1N2P3/5PPP/1QRR2K1 w - - 0 27,f5g4,4,-59,14,f5h3;f5h3,f5h3;f5h3,b3a5;b3a5,-334,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,27,52,White,5r1k/1bp1rp2/1p1p1qpp/p2P1B2/PnP5/1N2P3/5PPP/1QRR2K1 w - - 0 27,f5c2,5,-61,16,f5h3;f5h3,f5h3;f5h3,b3a5;b3a5,-334,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,27,52,White,5r1k/1bp1rp2/1p1p1qpp/p2P1B2/PnP5/1N2P3/5PPP/1QRR2K1 w - - 0 27,b3d4,6,-316,271,f5h3;f5h3,f5h3;f5h3,b3a5;b3a5,-334,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,27,52,White,5r1k/1bp1rp2/1p1p1qpp/p2P1B2/PnP5/1N2P3/5PPP/1QRR2K1 w - - 0 27,b3a5,7,-370,325,f5h3;f5h3,f5h3;f5h3,b3a5;b3a5,-334,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,27,52,White,5r1k/1bp1rp2/1p1p1qpp/p2P1B2/PnP5/1N2P3/5PPP/1QRR2K1 w - - 0 27,b3d2,8,-370,325,f5h3;f5h3,f5h3;f5h3,b3a5;b3a5,-334,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,27,52,White,5r1k/1bp1rp2/1p1p1qpp/p2P1B2/PnP5/1N2P3/5PPP/1QRR2K1 w - - 0 27,c4c5,9,-370,325,f5h3;f5h3,f5h3;f5h3,b3a5;b3a5,-334,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,27,52,White,5r1k/1bp1rp2/1p1p1qpp/p2P1B2/PnP5/1N2P3/5PPP/1QRR2K1 w - - 0 27,f5g6,10,-381,336,f5h3;f5h3,f5h3;f5h3,b3a5;b3a5,-334,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,27,52,White,5r1k/1bp1rp2/1p1p1qpp/p2P1B2/PnP5/1N2P3/5PPP/1QRR2K1 w - - 0 27,c1c3,11,-381,336,f5h3;f5h3,f5h3;f5h3,b3a5;b3a5,-334,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,27,52,White,5r1k/1bp1rp2/1p1p1qpp/p2P1B2/PnP5/1N2P3/5PPP/1QRR2K1 w - - 0 27,f5d7,12,-385,340,f5h3;f5h3,f5h3;f5h3,b3a5;b3a5,-334,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,27,52,White,5r1k/1bp1rp2/1p1p1qpp/p2P1B2/PnP5/1N2P3/5PPP/1QRR2K1 w - - 0 27,h2h4,13,-386,341,f5h3;f5h3,f5h3;f5h3,b3a5;b3a5,-334,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,27,52,White,5r1k/1bp1rp2/1p1p1qpp/p2P1B2/PnP5/1N2P3/5PPP/1QRR2K1 w - - 0 27,d1e1,14,-387,342,f5h3;f5h3,f5h3;f5h3,b3a5;b3a5,-334,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,27,52,White,5r1k/1bp1rp2/1p1p1qpp/p2P1B2/PnP5/1N2P3/5PPP/1QRR2K1 w - - 0 27,d1f1,15,-388,343,f5h3;f5h3,f5h3;f5h3,b3a5;b3a5,-334,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,27,52,White,5r1k/1bp1rp2/1p1p1qpp/p2P1B2/PnP5/1N2P3/5PPP/1QRR2K1 w - - 0 27,h2h3,16,-390,345,f5h3;f5h3,f5h3;f5h3,b3a5;b3a5,-334,2
EnyoBot_vs_DarkOnBot_pm9SUqFN.log,27,52,White,5r1k/1bp1rp2/1p1p1qpp/p2P1B2/PnP5/1N2P3/5PPP/1QRR2K1 w - - 0 27,d1d4,17,-397,352,f5h3;f5h3,f5h3;f5h3,b3a5;b3a5,-334,2
