log,fullmove,ply,side,fen,move,rank,score_cp,gap_cp,target_oracle_moves,target_reference_moves,target_candidate_moves,target_worst_diff,target_hits
Hypersion_vs_EnyoBot_npmgxvIO.log,48,95,Black,8/1p1k4/4p3/3pP3/8/2PB2r1/1q1QK2R/8 b - - 6 48,b2b1,10,-976,862,b2a1;b2a1,b2a1;b2a1,b2b3;b2d2,-181,2
Hypersion_vs_EnyoBot_npmgxvIO.log,48,95,Black,8/1p1k4/4p3/3pP3/8/2PB2r1/1q1QK2R/8 b - - 6 48,b2b5,11,-1111,997,b2a1;b2a1,b2a1;b2a1,b2b3;b2d2,-181,2
Hypersion_vs_EnyoBot_npmgxvIO.log,48,95,Black,8/1p1k4/4p3/3pP3/8/2PB2r1/1q1QK2R/8 b - - 6 48,g3g5,12,-31992,31878,b2a1;b2a1,b2a1;b2a1,b2b3;b2d2,-181,2
Hypersion_vs_EnyoBot_npmgxvIO.log,48,95,Black,8/1p1k4/4p3/3pP3/8/2PB2r1/1q1QK2R/8 b - - 6 48,d7c7,13,-31993,31879,b2a1;b2a1,b2a1;b2a1,b2b3;b2d2,-181,2
Hypersion_vs_EnyoBot_npmgxvIO.log,48,95,Black,8/1p1k4/4p3/3pP3/8/2PB2r1/1q1QK2R/8 b - - 6 48,g3g7,14,-31993,31879,b2a1;b2a1,b2a1;b2a1,b2b3;b2d2,-181,2
Hypersion_vs_EnyoBot_npmgxvIO.log,48,95,Black,8/1p1k4/4p3/3pP3/8/2PB2r1/1q1QK2R/8 b - - 6 48,g3d3,15,-31993,31879,b2a1;b2a1,b2a1;b2a1,b2b3;b2d2,-181,2
Hypersion_vs_EnyoBot_npmgxvIO.log,48,95,Black,8/1p1k4/4p3/3pP3/8/2PB2r1/1q1QK2R/8 b - - 6 48,b2b4,16,-31993,31879,b2a1;b2a1,b2a1;b2a1,b2b3;b2d2,-181,2
Hypersion_vs_EnyoBot_npmgxvIO.log,48,95,Black,8/1p1k4/4p3/3pP3/8/2PB2r1/1q1QK2R/8 b - - 6 48,b2a2,17,-31993,31879,b2a1;b2a1,b2a1;b2a1,b2b3;b2d2,-181,2
Hypersion_vs_EnyoBot_npmgxvIO.log,48,95,Black,8/1p1k4/4p3/3pP3/8/2PB2r1/1q1QK2R/8 b - - 6 48,b2c1,18,-31993,31879,b2a1;b2a1,b2a1;b2a1,b2b3;b2d2,-181,2
Hypersion_vs_EnyoBot_npmgxvIO.log,48,95,Black,8/1p1k4/4p3/3pP3/8/2PB2r1/1q1QK2R/8 b - - 6 48,b7b5,19,-31993,31879,b2a1;b2a1,b2a1;b2a1,b2b3;b2d2,-181,2
Hypersion_vs_EnyoBot_npmgxvIO.log,48,95,Black,8/1p1k4/4p3/3pP3/8/2PB2r1/1q1QK2R/8 b - - 6 48,d7e8,20,-31994,31880,b2a1;b2a1,b2a1;b2a1,b2b3;b2d2,-181,2
Hypersion_vs_EnyoBot_npmgxvIO.log,48,95,Black,8/1p1k4/4p3/3pP3/8/2PB2r1/1q1QK2R/8 b - - 6 48,d7d8,21,-31994,31880,b2a1;b2a1,b2a1;b2a1,b2b3;b2d2,-181,2
Hypersion_vs_EnyoBot_npmgxvIO.log,48,95,Black,8/1p1k4/4p3/3pP3/8/2PB2r1/1q1QK2R/8 b - - 6 48,d7c8,22,-31994,31880,b2a1;b2a1,b2a1;b2a1,b2b3;b2d2,-181,2
Hypersion_vs_EnyoBot_npmgxvIO.log,48,95,Black,8/1p1k4/4p3/3pP3/8/2PB2r1/1q1QK2R/8 b - - 6 48,d7e7,23,-31994,31880,b2a1;b2a1,b2a1;b2a1,b2b3;b2d2,-181,2
Hypersion_vs_EnyoBot_npmgxvIO.log,48,95,Black,8/1p1k4/4p3/3pP3/8/2PB2r1/1q1QK2R/8 b - - 6 48,d7c6,24,-31994,31880,b2a1;b2a1,b2a1;b2a1,b2b3;b2d2,-181,2
Hypersion_vs_EnyoBot_npmgxvIO.log,48,95,Black,8/1p1k4/4p3/3pP3/8/2PB2r1/1q1QK2R/8 b - - 6 48,g3g8,25,-31994,31880,b2a1;b2a1,b2a1;b2a1,b2b3;b2d2,-181,2
Hypersion_vs_EnyoBot_npmgxvIO.log,48,95,Black,8/1p1k4/4p3/3pP3/8/2PB2r1/1q1QK2R/8 b - - 6 48,g3g6,26,-31994,31880,b2a1;b2a1,b2a1;b2a1,b2b3;b2d2,-181,2
Hypersion_vs_EnyoBot_npmgxvIO.log,48,95,Black,8/1p1k4/4p3/3pP3/8/2PB2r1/1q1QK2R/8 b - - 6 48,g3g4,27,-31994,31880,b2a1;b2a1,b2a1;b2a1,b2b3;b2d2,-181,2
Hypersion_vs_EnyoBot_npmgxvIO.log,48,95,Black,8/1p1k4/4p3/3pP3/8/2PB2r1/1q1QK2R/8 b - - 6 48,g3f3,28,-31994,31880,b2a1;b2a1,b2a1;b2a1,b2b3;b2d2,-181,2
Hypersion_vs_EnyoBot_npmgxvIO.log,48,95,Black,8/1p1k4/4p3/3pP3/8/2PB2r1/1q1QK2R/8 b - - 6 48,g3g1,29,-31994,31880,b2a1;b2a1,b2a1;b2a1,b2b3;b2d2,-181,2
Hypersion_vs_EnyoBot_npmgxvIO.log,48,95,Black,8/1p1k4/4p3/3pP3/8/2PB2r1/1q1QK2R/8 b - - 6 48,b2c3,30,-31994,31880,b2a1;b2a1,b2a1;b2a1,b2b3;b2d2,-181,2
Hypersion_vs_EnyoBot_npmgxvIO.log,48,95,Black,8/1p1k4/4p3/3pP3/8/2PB2r1/1q1QK2R/8 b - - 6 48,b7b6,31,-31994,31880,b2a1;b2a1,b2a1;b2a1,b2b3;b2d2,-181,2
Hypersion_vs_EnyoBot_npmgxvIO.log,48,95,Black,8/1p1k4/4p3/3pP3/8/2PB2r1/1q1QK2R/8 b - - 6 48,d5d4,32,-31994,31880,b2a1;b2a1,b2a1;b2a1,b2b3;b2d2,-181,2
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,b2d1,1,-189,0,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,b2c4,2,-725,536,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,a8a3,3,-824,635,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,b2a4,4,-888,699,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,b2d3,5,-1022,833,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,a8f8,6,-31992,31803,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,g5e4,7,-31992,31803,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,g8h8,8,-31993,31804,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,g8f8,9,-31993,31804,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,a8e8,10,-31993,31804,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,g5h7,11,-31993,31804,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,g5f7,12,-31996,31807,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,g5e6,13,-31996,31807,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,g5h3,14,-31996,31807,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,g5f3,15,-31996,31807,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,a8c6,16,-31998,31809,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,a8d5,17,-31998,31809,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,a8a5,18,-31998,31809,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,a8a4,19,-31998,31809,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,a8d8,20,-31999,31810,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,a8c8,21,-31999,31810,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,a8b8,22,-31999,31810,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,a8b7,23,-31999,31810,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,a8a7,24,-31999,31810,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,a8a6,25,-31999,31810,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,a8a2,26,-31999,31810,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
caissa-x_vs_EnyoBot_0waEuGxc.log,66,131,Black,q5k1/2Q3p1/5pPp/3PpBnP/4P3/4P1K1/1n6/8 b - - 18 66,a8a1,27,-31999,31810,b2d1;b2d1;b2d1,b2d1;b2d1;b2d1,b2a4;b2c4;a8f8,-841,3
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,d3f5,1,13,0,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,d3d2,2,-228,241,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,d3d1,3,-247,260,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,d3c3,4,-262,275,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,d3g3,5,-291,304,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,e1d1,6,-313,326,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,d3e2,7,-318,331,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,d3e3,8,-319,332,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,e1e3,9,-322,335,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,d3a3,10,-326,339,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,d3b3,11,-329,342,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,d3c4,12,-344,357,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,h4h5,13,-346,359,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,d3f1,14,-350,363,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,d3h3,15,-380,393,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,d3f3,16,-380,393,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,b1c3,17,-433,446,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,g5f6,18,-442,455,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,b1d2,19,-461,474,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,e5f6,20,-483,496,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,d3c2,21,-495,508,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,e1f1,22,-496,509,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,e1e4,23,-520,533,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,e1c1,24,-525,538,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,b1a3,25,-528,541,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,a2a4,26,-534,547,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,g5e3,27,-536,549,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,e5d6,28,-536,549,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,g1h1,29,-543,556,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,a2a3,30,-558,571,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,d3a6,31,-567,580,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,d3b5,32,-576,589,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,e5e6,33,-578,591,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,e1e2,34,-582,595,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,g5d2,35,-609,622,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,b2b4,36,-619,632,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,g5f4,37,-620,633,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,b2b3,38,-622,635,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,g2g3,39,-628,641,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,f2f3,40,-630,643,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,g2g4,41,-642,655,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,f2f4,42,-642,655,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,g5c1,43,-646,659,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,g5h6,44,-660,673,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,g1h2,45,-673,686,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,d4d5,46,-676,689,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,g1f1,47,-684,697,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
EnyoBot_vs_Lynx_BOT_jjThVRPN.log,18,34,White,r1b2r2/b1p2p2/p1pp1nk1/4PqB1/3P3P/3Q4/PP3PP1/RN2R1K1 w - - 1 18,d3e4,48,-686,699,d3f5;d3f5,d3f5;d3f5,e1e2;d3d2,-589,2
SF_Bot1nok_vs_EnyoBot_SbzD89kx.log,16,31,Black,r3k2r/1nq1bpp1/p2pbn1p/4p3/4P1PP/1NN1BP2/1PPQ4/R3KB1R b Kkq - 4 16,e8g8,1,-39,0,e8g8;e8g8,e8g8;e8g8,c7c3;e6g4,-470,2
